153	122	1.2.22	οὕτω δὲ καὶ Σωκράτην δίκαιον ἦν κρίνειν ·		Thence he descended to a large and beautiful plain, well-watered and full of trees of all sorts and vines.	['δίκαιος']	1	['δίκαιον']	['PNOM']
154	258	1.4.13	τοιαῦτα μὲν περὶ τούτων ἔπαιζεν ἅμα σπουδάζων .		He promised that he would give every man five minas in silver when they reached Babylon and their pay in full until he brought the Greeks back to Ionia again.	['μέν']	1	['μὲν']	['AuxY']
155	259	1.4.13	ἀφροδισίων δὲ παρῄνει τῶν καλῶν ἰσχυρῶς ἀπέχεσθαι ·		By these promises the greater part of the Greek army was persuaded.	['ἰσχυρός', 'καλός']	2	['ἰσχυρῶς', 'καλῶν']	['ADV', 'OBJ']
156	263	1.4.14	πάνυ μὲν οὖν , ἔφη ὁ Ξενοφῶν .		At this moment Cyrus is begging the Greeks to follow him against the King.	['μέν']	1	['μὲν']	['OBJ/AuxY']
157	353	1.6.3	οὕτω γὰρ ἂν μόνως ὁ τοιοῦτος σωθείη .		but this man took it and gave it to Cyrus.	['γάρ']	1	['γὰρ']	['AuxY']
158	422	1.7.12	δοκεῖ γοῦν μοι ἡ τροφὴ ἀρχὴ εἶναι ·		But of the forces just enumerated only nine hundred thousand, with one hundred and fifty scythe-bearing chariots, were present at the battle.	['ἀρχή']	1	['ἀρχὴ']	['PNOM']
159	540	1.9.18	οὐδὲν γὰρ πώποτε σεαυτῆς ἔργον καλὸν τεθέασαι .		Again, so surely as a man performed with credit any service that he assigned him, Cyrus never let his zeal go unrewarded.	['γάρ', 'καλός', 'ἔργον']	3	['γὰρ', 'καλὸν', 'ἔργον']	['AuxY', 'ATR', 'OBJ']
187	20	1.1.8	πιστεύων δὲ θεοῖς πῶς οὐκ εἶναι θεοὺς ἐνόμιζεν ;		Meanwhile he sent to the King and urged, on the ground that he was his brother, that these Ionian cities should be given to him instead of remaining under the rule of Tissaphernes, and his mother co-operated with him in this.	['οὐ']	1	['οὐκ']	['AuxZ']
188	21	1.1.8	ἀλλὰ μὴν ἐποίει καὶ τάδε πρὸς τοὺς ἐπιτηδείους .		The result was that the King failed to perceive the plot against himself, but believed that Cyrus was spending money on his troops because he was at war with Tissaphernes.	['ἀλλά', 'ἐπιτήδειος']	2	['ἀλλὰ', 'ἐπιτηδείους']	['AuxY', 'ADV']
189	32	1.1.10	τοὺς θεοὺς γὰρ οἷς ἂν ὦσιν ἵλεῳ σημαίνειν .		Thus the army in Thessaly, again, was being secretly maintained for him.	['γάρ']	1	['γὰρ']	['AuxY']
190	44	1.2.3	περὶ μὲν οὖν τῶν ταῦτα πραγματευομένων τοιαῦτα ἔλεγεν ·		Xenias, then, arrived at Sardis with the troops from the cities, who were hoplites to the number of four thousand._Proxenus was there with hoplites to the number of fifteen hundred, and five hundred light-armed troops, Sophaenetus the Stymphalian with a thousand hoplites, Socrates the Achaean with about five hundred hoplites, and Pasion the Megarian arrived with three hundred hoplites and three hundred peltasts.	['μέν']	1	['μὲν']	['AuxY']
191	62	1.2.8	οὐ μὴν οὐδ’ ἐρασιχρημάτους γε τοὺς συνόντας ἐποίει .		the Marsyas also flows through the city, and empties into the Maeander.	['οὐ']	1	['οὐ']	['AuxZ']
192	275	1.4.17	ἐνίησι γάρ τι τὰ φαλάγγια κατὰ τὸ δῆγμα .		And in the crossing no one was wetted above the breast by the water.	['γάρ']	1	['γάρ']	['AuxY']
193	326	1.5.12	τί δὲ φῦλον ἄλλο ἢ ἄνθρωποι θεοὺς θεραπεύουσι ;		On the same day Clearchus, after going to the place where they crossed the river and there inspecting the market, was riding back to his own tent through Menon’s army, having only a few men with him.	['ἄνθρωπος']	1	['ἄνθρωποι']	['ADV/SBJ']
194	482	1.8.18	καὶ οἱ μὲν ταῦτα πάντα κεκτημένοι ὅμως ἀδικοῦνται ·		at the same moment they all set up the sort of war-cry which they raise to Enyalius, and all alike began running.	['μέν']	1	['μὲν']	['AuxY']
195	503	1.8.27	λείη μὲν ὁδός , μάλα δ’ ἐγγύθι ναίει .		on the other side, Cyrus himself was killed and eight of the noblest of his attendants lay dead upon him.	['μέν', 'ὁδός']	2	['μὲν', 'ὁδός']	['AuxY', 'CO/SBJ']
196	523	1.9.9	καὶ ἐν τούτῳ ἡ ἑτέρα γυνὴ προσελθοῦσα εἶπε ·		Consequently, when he came to hostilities with Tissaphernes, all the cities of their own accord chose Cyrus rather than Tissaphernes, with the exception of Miletus;	['ἐν']	1	['ἐν']	['AuxP']
197	532	1.9.14	ὦ τλῆμον , τί δὲ σὺ ἀγαθὸν ἔχεις ;		But it was the brave in war, as all agree, whom he honoured especially.	['ἀγαθός']	1	['ἀγαθὸν']	['ATR']
241	2	1.1.1	ἡ μὲν γὰρ γραφὴ κατ’ αὐτοῦ τοιάδε τις ἦν ·		Now when Darius lay sick and suspected that the end of his life was near, he wished to have both his sons with him.	['μέν', 'γάρ']	2	['μὲν', 'γὰρ']	['AuxY', 'AuxY']
242	7	1.1.3	διετεθρύλητο γὰρ ὡς φαίη Σωκράτης τὸ δαιμόνιον ἑαυτῷ σημαίνειν ·		And Artaxerxes, believing the accusation, arrested Cyrus, with the intention of putting him to death;	['γάρ']	1	['γὰρ']	['AuxY']
243	150	1.3.3	καὶ γὰρ οἶμαι αὐτοὺς ἤδη κατατετρῖφθαι διαθρυλουμένους ὑπὸ σοῦ .		And I, receiving this money, did not lay it up for my own personal use or squander it in pleasure, but I proceeded to expend it on you.	['γάρ']	1	['γὰρ']	['AuxY']
244	216	1.4.3	καὶ γὰρ ἑαυτὸν οὕτω γ’ ἂν ᾤετο δεῖν παίεσθαι ·		And the ships lay at anchor alongside Cyrus’ tent.	['γάρ']	1	['γὰρ']	['AuxY']
245	221	1.4.4	τοῖς γὰρ μὴ ἔχουσι χρήματα διδόναι οὐκ ἤθελον διαλέγεσθαι .		The entire distance from one wall to the other was three stadia;	['γάρ', 'οὐ']	2	['γὰρ', 'οὐκ']	['AuxY', 'AuxZ']
246	260	1.4.13	οὐ γὰρ ἔφη ῥᾴδιον εἶναι τῶν τοιούτων ἁπτόμενον σωφρονεῖν .		But as for Menon, before it was clear what the rest of the soldiers would do, that is, whether they would follow Cyrus or not, he gathered together his own troops apart from the others and spoke as follows:	['γάρ', 'οὐ']	2	['γὰρ', 'οὐ']	['AuxY', 'AuxZ']
247	265	1.4.15	οὗτος κἂν εἰς μαχαίρας κυβιστήσειε κἂν εἰς πῦρ ἅλοιτο .		For if they vote to follow him, it is you who will get the credit for that decision because you began the crossing, and Cyrus will not only feel grateful to you, regarding you as the most zealous in his cause, but he will return the favour—-	['εἰς']	1	['εἰς']	['AuxP']
248	294	1.5.3	πρέπει μὲν τὰ ἐπ’ ὠφελείᾳ γιγνόμενα γνώμης εἶναι ἔργα .		for it would distance him at once in its flight, not merely plying its feet, but hoisting its wings and using them like a sail.	['μέν', 'ἔργον']	2	['μὲν', 'ἔργα']	['AuxY', 'SBJ']
249	319	1.5.10	οἳ πρῶτον μὲν μόνον τῶν ζῴων ἄνθρωπον ὀρθὸν ἀνέστησαν ·		Here the soldiers made purchases of provisions, crossing the river on rafts in the following way:	['ἄνθρωπος', 'μέν']	2	['ἄνθρωπον', 'μὲν']	['OBJ', 'AuxY']
250	331	1.5.13	ἀλλ’ ὅταν τί ποιήσωσι , νομιεῖς αὐτοὺς σοῦ φροντίζειν ;		Clearchus escaped to his own army and at once called his troops to arms;	['ἀλλά']	1	['ἀλλ’']	['AuxY']
251	398	1.7.4	καὶ μέγα νομίζομεν κέρδος , ἐὰν ἀλλήλοις φίλοι γιγνώμεθα .		Our enemies have great numbers and they will come on with a great outcry;	['φίλος']	1	['φίλοι']	['PNOM']
252	488	1.8.20	ἆρα οὐ τὴν μὲν λαγνείαν αὐτῶν τῷ λιμῷ σωφρονίζουσι ;		one fellow, to be sure, was caught, like a befuddled man on a race-course.	['μέν', 'οὐ']	2	['μὲν', 'οὐ']	['AuxY', 'AuxZ']
253	502	1.8.27	τὴν μὲν γὰρ κακότητα καὶ ἰλαδὸν ἔστιν ἑλέσθαι ῥηιδίως ·		For he was with him;	['μέν', 'γάρ']	2	['μὲν', 'γὰρ']	['AuxY', 'AuxY']
254	520	1.9.7	πανταχόθεν γὰρ ὠφελεῖσθαι τοῖς ἐμοὶ συνοῦσιν ἐξουσίαν ἐγὼ παρέχω .		Again, when he was sent down by his father to be satrap of Lydia, Greater Phrygia, and Cappadocia and was also appointed commander of all the troops whose duty it is to muster in the plain of Castolus, he showed, in the first place, that he counted it of the utmost importance, when he concluded a treaty or compact with anyone or made anyone any promise, under no circumstances to prove false to his word.	['γάρ']	1	['γὰρ']	['AuxY']
255	563	1.9.29	οὐκοῦν δοκοῦσί σοι ἐν τοῖς ἀδίκοις καταλογίζεσθαι τοὺς ἀχαρίστους ;		on the other hand, many went over from the King to Cyrus after the two had become enemies (these being, moreover, the men who were most highly regarded by the King), because they thought that if they were deserving, they would gain a worthier reward with Cyrus than with the King.	['ἐν']	1	['ἐν']	['AuxP']
292	30	1.1.10	τοὺς τὰ τοιαῦτα παρὰ τῶν θεῶν πυνθανομένους ἀθέμιτα ποιεῖν ἡγεῖτο .		Again, Aristippus the Thessalian chanced to be a friend of Cyrus, and since he was hard pressed by his political opponents at home, he came to Cyrus and asked him for three months’ pay for two thousand mercenaries, urging that in this way he should get the better of his opponents.	['παρά']	1	['παρὰ']	['AuxP']
293	33	1.1.11	ἀλλὰ μὴν ἐκεῖνός γε ἀεὶ μὲν ἦν ἐν τῷ φανερῷ ·		Furthermore, Cyrus directed Proxenus the Boeotian, who was a friend of his, to come to him with as many men as he could get, saying that he wished to undertake a campaign against the Pisidians, because, as he said, they were causing trouble to his province.	['ἀλλά', 'μέν', 'ἐν']	3	['ἀλλὰ', 'μὲν', 'ἐν']	['AuxY', 'AuxY', 'AuxP']
294	97	1.2.16	οὔτε γὰρ ἃ δεῖ πράττειν οὔτε ὧν δεῖ ἀπέχεσθαι δύνανται .		They marched past with their cavalry formed in troops and their infantry in companies;	['γάρ']	1	['γὰρ']	['AuxY']
295	102	1.2.17	αὐτὰρ ἀνὴρ ἀγαθὸς τοτὲ μὲν κακός , ἄλλοτε δ’ ἐσθλός .		When the trumpet sounded, they advanced arms and charged.	['ἀγαθός', 'μέν']	2	['ἀγαθὸς', 'μὲν']	['ATR', 'AuxY']
296	135	1.2.26	ἐγὼ τοίνυν , ἔφη , παρεσκεύασμαι μὲν πείθεσθαι τοῖς νόμοις ·		but Syennesis said that he had never yet put himself in the hands of anyone who was more powerful than he was, and he would not now put himself in the hands of Cyrus until his wife had won him over and he had received pledges.	['μέν']	1	['μὲν']	['AuxY']
297	167	1.3.9	πότερον δὲ τ- ἀγαθὰ νομίσαν δεῖν ποιεῖν ἢ τὰ κακά ;		that is, we are no longer his soldiers, since we decline to follow him, and likewise he is no longer our paymaster.	['ἀγαθός']	1	['ἀγαθὰ']	['OBJ']
298	178	1.3.14	ἀνατίθεμαι γὰρ τὸ ὅσα τύραννος μὴ πείσας γράφει νόμον εἶναι .		One man in particular, pretending to be in a hurry to proceed back to Greece with all speed, proposed that they should choose other generals as quickly as possible, in case Clearchus did not wish to lead them back;	['γάρ']	1	['γὰρ']	['AuxY']
299	406	1.7.6	ἆρ’ οὐ τὰ ἔξω τῆς τέχνης μιμητέον τοὺς ἀγαθοὺς αὐλητάς ;		and all that lies between these limits my brother’s friends rule as satraps.	['ἀγαθός', 'οὐ']	2	['ἀγαθοὺς', 'οὐ']	['ATR', 'AuxZ']
300	420	1.7.11	βούλει σκοπῶμεν ἀρξάμενοι ἀπὸ τῆς τροφῆς ὥσπερ ἀπὸ τῶν στοιχείων ·		These had been stationed in front of the King himself.	['ἀπό']	1	['ἀπὸ']	['AuxP']
301	423	1.7.12	οὐδὲ γὰρ ζῴη γ’ ἄν τις , εἰ μὴ τρέφοιτο .		For Abrocomas, marching from Phoenicia, arrived five days too late for the engagement.	['γάρ']	1	['γὰρ']	['AuxY']
302	438	1.7.18	καὶ γὰρ τῶν ἄλλων οὐδὲν ὄφελος ἄνευ τῶν τοιούτων μαθημάτων .		however, if your prediction proves true, I promise you ten talents.	['γάρ']	1	['γὰρ']	['AuxY']
303	546	1.9.21	ἔργον δὲ καλὸν οὔτε θεῖον οὔτ’ ἀνθρώπειον χωρὶς ἐμοῦ γίγνεται .		For, just as the precise object for which he thought he needed friends himself was that he might have co-workers, so he tried on his own part to be a most vigorous co-worker with his friends to secure that which he found each one of them desired.	['καλός', 'ἔργον']	2	['καλὸν', 'ἔργον']	['ATR', 'SBJ']
364	18	1.1.7	δῆλον οὖν ὅτι οὐκ ἂν προέλεγεν , εἰ μὴ ἐπίστευεν ἀληθεύσειν .		Cyrus thereupon took the exiles under his protection, collected an army, and laid siege to Miletus both by land and by sea, and endeavoured to restore the exiles to their city;	['δῆλος', 'οὐ']	2	['δῆλον', 'οὐκ']	['PRED/PNOM', 'AuxZ']
365	47	1.2.4	ὅσα δὲ πάντες ᾔδεσαν , οὐ θαυμαστὸν εἰ μὴ τούτων ἐνεθυμήθησαν ;		Meanwhile Tissaphernes had taken note of these proceedings and come to the conclusion that Cyrus’ preparations were too extensive to be against the Pisidians;_he accordingly made his way to the King as quickly as he could, with about five hundred horsemen.	['οὐ']	1	['οὐ']	['AuxZ']
366	78	1.2.11	τίς γὰρ ἀποκτεῖναί τινα βούλοιτ’ ἂν μᾶλλον ἢ ζῶντι πειθομένῳ χρῆσθαι ;		There he remained five days.	['γάρ']	1	['γὰρ']	['AuxY']
367	233	1.4.8	ταῦτα δὲ πράττων πῶς οὐ μεγάλης ἄξιος ἦν τιμῆς τῇ πόλει ;		Cyrus, however, called the generals together and said:	['ἄξιος', 'οὐ']	2	['ἄξιος', 'οὐ']	['PNOM', 'AuxZ']
368	243	1.4.9	ἀλλ’ ἐνόμιζε τοὺς θεοὺς ταῖς παρὰ τῶν εὐσεβεστάτων τιμαῖς μάλιστα χαίρειν .		Such were his words;	['ἀλλά', 'παρά']	2	['ἀλλ’', 'παρὰ']	['AuxY', 'AuxP']
369	281	1.4.19	μόλις γὰρ ἂν ἴσως ἐν τοσούτῳ χρόνῳ τὸ δῆγμα ὑγιὴς γένοιο .		There they remained for three days and provisioned the army.	['ἐν', 'γάρ']	2	['ἐν', 'γὰρ']	['AuxP', 'AuxY']
370	303	1.5.5	ταῦτα οὕτω προνοητικῶς πεπραγμένα ἀπορεῖς πότερα τύχης ἢ γνώμης ἔργα ἐστίν ;		In the course of these stages many of the baggage animals died of hunger.	['ἔργον']	1	['ἔργα']	['SBJ']
371	358	1.6.5	ὦ Σώκρατες , ἐγὼ μὲν ᾤμην τοὺς φιλοσοφοῦντας εὐδαιμονεστέρους χρῆναι γίγνεσθαι ·		—for it was no secret.	['μέν']	1	['μὲν']	['AuxY']
372	457	1.8.9	καὶ οὐδαμῶς γε τάττω ἐμαυτὸν εἰς τὴν τῶν ἄρχειν βουλομένων τάξιν .		next to them were troops with wicker shields and, farther on, hoplites with wooden shields which reached to their feet.	['εἰς']	1	['εἰς']	['AuxP']
373	468	1.8.13	ἐν δὲ τῇ Εὐρώπῃ Σκύθαι μὲν ἄρχουσι , Μαιῶται δὲ ἄρχονται ·		Clearchus, however, since he saw the compact body at the enemy’s centre and heard from Cyrus that the King was beyond his left wing (for the King was so superior in numbers that, although occupying the centre of his own line, he was beyond Cyrus’ left wing), was unwilling to draw the right wing away from the river, for fear that he might be turned on both flanks; and he told Cyrus, in reply, that he was taking care to make everything go well.	['ἐν', 'μέν']	2	['ἐν', 'μὲν']	['AuxP', 'AuxY']
374	469	1.8.14	ἐν δὲ τῇ Λιβύῃ Καρχηδόνιοι μὲν ἄρχουσι , Λίβυες δὲ ἄρχονται .		At this critical time the King’s army was advancing evenly, while the Greek force, still remaining in the same place, was forming its line from those who were still coming up.	['ἐν', 'μέν']	2	['ἐν', 'μὲν']	['AuxP', 'AuxY']
375	505	1.8.29	μακρὸς δὲ καὶ ὄρθιος οἶμος ἐς αὐτὴν καὶ τρηχὺς τὸ πρῶτον ·		And one report is that the King ordered someone to slay him upon the body of Cyrus, while others say that he drew his dagger and slew himself with his own hand;	['εἰς', 'μακρός']	2	['ἐς', 'μακρὸς']	['AuxP', 'ATR']
376	530	1.9.13	ἐγὼ δὲ ῥᾳδίαν καὶ βραχεῖαν ὁδὸν ἐπὶ τὴν εὐδαιμονίαν ἄξω σε .		One might often see along the travelled roads people who had lost feet or hands or eyes;	['ὁδός']	1	['ὁδὸν']	['OBJ']
377	545	1.9.20	ἐγὼ δὲ σύνειμι μὲν θεοῖς , σύνειμι δὲ ἀνθρώποις τοῖς ἀγαθοῖς ·		As to friends, all agree that he showed himself pre-eminent in his attentions to all the friends that he made and found devoted to him and adjudged to be competent co-workers in whatever he might be wishing to accomplish.	['ἄνθρωπος', 'ἀγαθός', 'μέν']	3	['ἀνθρώποις', 'ἀγαθοῖς', 'μὲν']	['OBJ', 'ATR', 'AuxY']
426	15	1.1.6	καὶ τοῖς μὲν πειθομένοις αὐτῷ συνέφερε , τοῖς δὲ μὴ πειθομένοις μετέμελε .		In the first place, he sent orders to the commanders of all the garrisons he had in the cities to enlist as many Peloponnesian soldiers of the best sort as they severally could, on the plea that Tissaphernes had designs upon their cities.	['μέν']	1	['μὲν']	['AuxY']
427	22	1.1.8	τὰ μὲν γὰρ ἀναγκαῖα συνεβούλευε καὶ πράττειν ὡς ἐνόμιζεν ἄριστ’ ἂν πραχθῆναι ·		Consequently he was not at all displeased at their being at war.	['ἀγαθός', 'γάρ', 'μέν']	3	['ἄριστ’', 'γὰρ', 'μὲν']	['ADV', 'AuxY', 'AuxY']
428	24	1.1.9	καὶ τοὺς μέλλοντας οἴκους τε καὶ πόλεις καλῶς οἰκήσειν μαντικῆς ἔφη προσδεῖσθαι ·		Still another army was being collected for him in the Chersonese which is opposite Abydus, in the following manner:	['καλός']	1	['καλῶς']	['ADV']
429	35	1.1.11	καὶ ἔλεγε μὲν ὡς τὸ πολύ , τοῖς δὲ βουλομένοις ἐξῆν ἀκούειν .		and they proceeded to carry out his directions.	['μέν']	1	['μὲν']	['AuxY']
430	50	1.2.5	καὶ γὰρ ἐπιμελεῖσθαι θεοὺς ἐνόμιζεν ἀνθρώπων οὐχ ὃν τρόπον οἱ πολλοὶ νομίζουσιν ·		and he marched through Lydia three stages, a distance of twenty-two parasangs, to the Maeander river.	['ἄνθρωπος', 'γάρ', 'οὐ']	3	['ἀνθρώπων', 'γὰρ', 'οὐχ']	['ATR', 'AuxY', 'AuxZ']
431	116	1.2.21	εἶτα , εἰ μέν τι ἐπλημμελησάτην , τούτου Σωκράτην ὁ κατήγορος αἰτιᾶται ;		From there they made ready to try to enter Cilicia.	['μέν']	1	['μέν']	['AuxY']
432	123	1.2.22	εἰ μὲν αὐτὸς ἐποίει τι φαῦλον , εἰκότως ἂν ἐδόκει πονηρὸς εἶναι ·		It produces an abundance of sesame, millet, panic, wheat, and barley.	['μέν']	1	['μὲν']	['AuxY']
433	138	1.3.1	εἰ δὲ σὺν τοῖς μὴ ὀρθῶς , δῆλον ὅτι πειρατέον ὀρθῶς λέγειν .		Cyrus and his army remained here at Tarsus twenty days.	['δῆλος']	1	['δῆλον']	['SBJ/PNOM']
434	157	1.3.6	φαίην δ’ ἂν ἔγωγε μηδενὶ μηδεμίαν εἶναι παίδευσιν παρὰ τοῦ μὴ ἀρέσκοντος .		Be sure, therefore, that wherever you go, I shall go also.	['παρά']	1	['παρὰ']	['AuxP']
435	248	1.4.10	αὐτὸς δὲ πάντα τ- ἀνθρώπινα ὑπερεώρα πρὸς τὴν παρὰ τῶν θεῶν συμβουλίαν .		There was the palace of Belesys, the late ruler of Syria, and a very large and beautiful park containing all the products of the seasons.	['παρά']	1	['παρὰ']	['AuxP']
436	255	1.4.12	καὶ γὰρ τὰ λυμαινόμενα γαστέρας καὶ κεφαλὰς καὶ ψυχὰς ταῦτ’ ἔφη εἶναι .		So the generals called an assembly and made this announcement;	['γάρ']	1	['γὰρ']	['AuxY']
437	299	1.5.4	τὸ δὲ τὴν ἀκοὴν δέχεσθαι μὲν πάσας φωνάς , ἐμπίμπλασθαι δὲ μήποτε ·		There, in the desert, was a large city named Corsote.	['μέν']	1	['μὲν']	['AuxY']
438	330	1.5.12	σὺ δ’ ἀμφοτέρων τῶν πλείστου ἀξίων τετυχηκὼς οὐκ οἴει σοῦ θεοὺς ἐπιμελεῖσθαι ;		But another threw a stone at him, and still another, and then, after an outcry had been raised, many.	['ἄξιος', 'οὐ']	2	['ἀξίων', 'οὐκ']	['OBJ', 'AuxZ']
439	344	1.6.1	δούλῳ δ’ ἀκρατεῖ ἐπιτρέψαιμεν ἂν ἢ βοσκήματα ἢ ταμιεῖα ἢ ἔργων ἐπιστασίαν ;		To all appearances it was the trail of about two thousand horses.	['ἔργον']	1	['ἔργων']	['ATR']
440	350	1.6.3	τίς γὰρ ἄνευ ταύτης ἢ μάθοι τι ἂν ἀγαθὸν ἢ μελετήσειεν ἀξιολόγως ;		He urged the King to direct his own cavalry to receive him as a friend.	['ἀγαθός', 'γάρ']	2	['ἀγαθὸν', 'γὰρ']	['ATR', 'AuxY']
441	354	1.6.4	τοιαῦτα δὲ λέγων ἔτι ἐγκρατέστερον τοῖς ἔργοις ἢ τοῖς λόγοις ἑαυτὸν ἐπεδείκνυεν ·		When Cyrus had read it, he had Orontas arrested, and summoned to his tent seven of the noblest Persians among his attendants, while he ordered the Greek generals to bring up hoplites and bid them station themselves under arms around his tent.	['λόγος', 'ἔργον']	2	['λόγοις', 'ἔργοις']	['ADV/ADV', 'ADV']
442	356	1.6.5	ἄξιον δ’ αὐτοῦ καὶ ἃ πρὸς Ἀντιφῶντα τὸν σοφιστὴν διελέχθη μὴ παραλιπεῖν .		Clearchus was also invited into the tent as a counsellor, for both Cyrus and the other Persians regarded him as the man who was honoured above the rest of the Greeks.	['ἄξιος']	1	['ἄξιον']	['OCOMP']
443	417	1.7.10	ἐμοὶ μὲν οὖν ἐδόκει καὶ τοῦ ἀλαζονεύεσθαι ἀποτρέπειν τοὺς συνόντας τοιάδε διαλεγόμενος .		At this time, when the troops were marshalled under arms, the number of the Greeks was found to be ten thousand four hundred hoplites, and two thousand five hundred peltasts, while the number of the barbarians under Cyrus was one hundred thousand and there were about twenty scythe-bearing chariots.	['μέν']	1	['μὲν']	['AuxY']
444	460	1.8.9	καὶ γὰρ ἀξιοῦσιν αἱ πόλεις τοῖς ἄρχουσιν ὥσπερ ἐγὼ τοῖς οἰκέταις χρῆσθαι .		All these troops were marching in national divisions, each nation in a solid square.	['γάρ']	1	['γὰρ']	['AuxY']
445	584	1.10.9	ἐγὼ μὲν οἶμαι , ἔφη , τῆς μητρός , τῆς γε τοιαύτης .		they thought it best, therefore, to draw the wing back and get the river in their rear.	['μέν']	1	['μὲν']	['AuxY']
